,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
7449,Spencer Dinwiddie,78,200,Guard,86,86,30.1,3.4,8.0,0.42,2.0,4.6,0.446,1.3,3.5,0.42,4.9,5.9,0.83,2.6,1.1,0.3,13.0,0.5,2.9,3.3,1.8,1,0,0,1
7450,Ike Diogu,80,250,Forward,91,91,35.1,6.8,11.9,0.5710000000000001,6.3,10.7,0.591,0.5,1.2,0.5710000000000001,7.4,9.4,0.7859999999999999,1.2,0.4,1.7,21.4,3.4,5.5,8.8,3.4,1,0,1,0
7649,Joey Dorsey,80,268,Forward,149,112,21.7,2.7,4.4,0.614,2.7,4.4,0.614,0.0,0.0,0.614,1.3,3.1,0.42,0.5,1.1,1.8,6.7,3.4,4.7,8.1,1.3,1,0,1,0
7655,Tyler Dorsey,76,180,Guard,75,74,30.0,4.6,10.0,0.455,2.5,5.1,0.493,2.1,5.0,0.455,2.9,3.9,0.732,1.8,0.8,0.1,14.1,1.1,2.8,3.9,1.7,1,0,0,1
7680,Damyean Dotson,77,209,Guard,134,133,29.1,4.8,10.4,0.464,3.0,5.6,0.535,1.8,4.8,0.464,1.5,1.9,0.7959999999999999,1.1,0.8,0.2,12.9,1.2,3.8,5.0,1.1,1,0,0,1
7695,Quincy Douby,75,175,Guard,95,64,32.1,6.1,14.1,0.4320000000000001,3.5,7.3,0.473,2.6,6.8,0.4320000000000001,2.9,3.6,0.82,2.7,1.3,0.7,17.8,0.7,2.2,2.9,2.2,1,0,0,1
7727,Toney Douglas,73,205,Guard,130,126,34.2,5.7,12.9,0.442,3.8,8.0,0.483,1.8,4.9,0.442,3.6,4.4,0.802,2.6,1.8,0.3,16.8,0.8,3.0,3.8,2.6,1,0,0,1
7752,Zabian Dowdell,75,190,Guard,122,118,34.0,5.1,11.9,0.43,3.4,7.2,0.471,1.7,4.7,0.43,2.7,3.6,0.745,3.1,2.0,0.2,14.6,0.7,2.6,3.2,2.2,1,0,0,1
7837,Larry Drew,74,180,Guard,131,88,24.0,2.0,4.9,0.412,1.4,3.1,0.451,0.6,1.8,0.412,0.9,1.5,0.601,4.8,0.9,0.1,5.5,0.2,1.9,2.1,2.2,1,0,0,1
7859,Andre Drummond,82,270,Center,34,30,28.4,4.6,8.6,0.5379999999999999,4.6,8.5,0.541,0.0,0.1,0.5379999999999999,0.8,2.6,0.295,0.4,0.8,2.7,10.0,3.4,4.2,7.6,1.5,1,1,0,0
7891,Jared Dudley,79,225,Forward,130,130,36.4,5.3,10.5,0.504,4.4,8.0,0.5479999999999999,0.9,2.5,0.504,4.4,6.0,0.731,3.0,1.4,0.3,15.9,2.9,4.3,7.2,2.1,1,0,1,0
7912,Chris Duhon,73,185,Guard,144,113,33.4,3.0,7.2,0.418,1.9,3.7,0.511,1.1,3.5,0.418,1.7,2.4,0.693,5.7,2.1,0.1,8.8,0.8,2.6,3.4,2.5,1,0,0,1
7915,Duje Dukan,82,218,Forward,97,0,10.0,1.1,2.6,0.4270000000000001,0.6,1.2,0.544,0.5,1.4,0.4270000000000001,0.4,0.7,0.6559999999999999,0.4,0.1,0.0,3.1,0.5,1.2,1.7,0.4,1,0,1,0
7982,Kris Dunn,75,205,Guard,95,83,31.5,4.5,9.9,0.45,3.7,7.8,0.476,0.8,2.2,0.45,3.1,4.5,0.693,5.8,2.2,0.4,12.8,1.1,4.0,5.1,3.3,1,0,0,1
8026,Kevin Durant,81,215,Forward,35,35,35.9,8.7,18.5,0.473,6.4,12.7,0.505,2.3,5.8,0.473,6.0,7.3,0.816,1.3,1.9,1.9,25.8,3.0,8.1,11.1,2.8,1,0,1,0
8082,Jerome Dyson,75,190,Guard,113,106,30.4,4.6,11.9,0.39,3.4,8.1,0.423,1.2,3.8,0.39,4.0,5.4,0.735,2.9,1.7,0.5,14.4,1.1,2.8,3.9,2.8,1,0,0,1
8111,Cleanthony Early,80,219,Forward,75,58,26.2,4.9,10.5,0.47,3.4,6.2,0.555,1.5,4.3,0.47,3.7,4.6,0.8190000000000001,0.7,0.8,0.8,15.1,1.8,3.8,5.7,1.7,1,0,1,0
8142,Devin Ebanks,81,215,Forward,69,65,32.1,4.0,8.6,0.463,3.9,7.6,0.51,0.1,1.0,0.463,3.1,4.2,0.736,2.6,0.9,0.7,11.2,2.8,5.2,7.9,2.1,1,0,1,0
8178,Jarell Eddie,79,220,Forward,123,90,25.8,3.1,8.1,0.385,1.6,3.8,0.407,1.6,4.3,0.385,1.8,2.2,0.812,1.1,0.3,0.5,9.6,0.8,3.8,4.6,1.5,1,0,1,0
8249,John Edwards,84,275,Center,128,40,15.1,2.5,4.6,0.556,2.5,4.6,0.556,0.0,0.0,0.556,1.2,1.9,0.653,0.2,0.2,1.4,6.3,1.1,2.3,3.4,0.9,1,1,0,0
8250,John Edwards,78,205,Forward,27,7,14.2,1.0,3.0,0.341,1.0,2.4,0.406,0.1,0.7,0.341,1.6,2.3,0.721,0.7,0.3,0.1,3.8,0.5,1.3,1.9,1.3,1,0,1,0
8285,Shane Edwards,79,212,Forward,62,52,22.8,3.2,6.9,0.472,2.8,5.4,0.521,0.5,1.5,0.472,2.1,3.2,0.642,1.0,0.8,0.6,9.0,1.6,3.0,4.7,1.7,1,0,1,0
8398,Henry Ellenson,82,245,Forward,33,33,33.5,5.9,13.2,0.446,5.0,10.0,0.495,0.9,3.2,0.446,4.3,5.8,0.7490000000000001,1.8,0.8,1.5,17.0,2.2,7.6,9.7,2.4,1,0,1,0
8406,Wayne Ellington,76,200,Guard,115,112,28.5,5.4,11.6,0.463,3.4,6.6,0.513,2.0,5.0,0.463,2.0,2.5,0.809,2.2,0.9,0.1,14.7,1.1,3.0,4.1,1.5,1,0,0,1
8479,Joel Embiid,84,250,Center,28,20,23.1,3.8,6.1,0.626,3.8,5.9,0.639,0.0,0.2,0.626,3.5,5.1,0.685,1.4,0.9,2.6,11.2,2.3,5.8,8.1,2.4,1,1,0,0
8496,Andre Emmett,77,230,Guard,128,97,32.3,6.9,13.8,0.5,6.5,12.4,0.52,0.4,1.4,0.5,3.4,4.9,0.703,1.6,1.3,0.3,17.6,2.1,3.9,6.0,1.9,1,0,0,1
8525,Kim English,78,200,Guard,141,106,24.2,3.7,8.7,0.42,2.0,4.4,0.444,1.7,4.3,0.42,2.1,2.9,0.727,1.4,1.1,0.2,11.1,0.7,2.4,3.0,1.7,1,0,0,1
8533,James Ennis,79,210,Guard,67,66,31.0,4.5,9.0,0.493,3.0,4.9,0.611,1.5,4.1,0.493,2.8,3.6,0.7879999999999999,2.4,1.7,1.0,13.2,1.6,3.8,5.4,2.5,1,0,0,1
8535,Tyler Ennis,74,180,Guard,34,34,35.7,4.4,10.6,0.411,3.5,8.1,0.429,0.9,2.5,0.411,3.4,4.4,0.765,5.5,2.1,0.2,12.9,0.8,2.6,3.4,1.7,1,0,0,1
8670,Jawun Evans,72,175,Guard,54,52,29.1,5.7,12.7,0.448,4.7,10.2,0.458,1.0,2.5,0.448,4.2,5.1,0.818,5.8,1.5,0.1,16.6,0.6,3.2,3.8,2.7,1,0,0,1
8671,Jeremy Evans,81,196,Forward,134,130,23.5,3.2,5.0,0.639,3.1,4.7,0.654,0.1,0.2,0.639,1.5,2.2,0.684,0.5,0.6,1.7,7.9,2.4,3.5,5.9,1.0,1,0,1,0
8689,Reggie Evans,80,245,Forward,69,66,34.4,4.7,9.7,0.486,4.7,9.6,0.486,0.0,0.0,0.486,5.9,9.4,0.625,1.4,1.2,0.6,15.3,3.8,7.7,11.5,3.3,1,0,1,0
8700,Tyreke Evans,78,219,Guard,37,35,29.0,6.2,13.6,0.455,5.3,10.3,0.514,0.9,3.4,0.455,3.7,5.2,0.711,3.9,2.1,0.8,17.1,1.3,4.1,5.4,3.6,1,0,0,1
8724,Daniel Ewing,75,185,Guard,138,79,27.7,3.9,9.0,0.4320000000000001,2.3,5.0,0.464,1.6,4.0,0.4320000000000001,2.2,2.9,0.746,2.1,1.4,0.2,11.6,0.8,1.9,2.8,1.9,1,0,0,1
8747,Festus Ezeli,83,255,Center,121,67,17.9,2.7,4.9,0.562,2.7,4.9,0.562,0.0,0.0,0.562,2.3,3.9,0.584,0.1,0.3,1.7,7.7,1.8,2.7,4.5,1.6,1,1,0,0
8817,Kenneth Faried,80,228,Forward,136,122,29.1,5.8,10.1,0.569,5.7,10.0,0.5720000000000001,0.0,0.1,0.569,3.2,5.6,0.583,0.9,1.7,1.8,14.8,4.4,7.9,12.3,2.2,1,0,1,0
8826,Jordan Farmar,74,180,Guard,66,66,32.2,4.4,10.8,0.41,3.0,6.4,0.463,1.5,4.4,0.41,3.0,4.0,0.76,5.2,1.2,0.2,13.3,0.6,2.4,3.0,3.8,1,0,0,1
8832,Desmon Farmer,77,220,Guard,121,75,27.0,4.3,10.6,0.41,2.7,5.6,0.474,1.7,5.0,0.41,2.9,3.9,0.746,1.6,0.8,0.1,13.3,1.5,2.3,3.8,1.8,1,0,0,1
8883,Derrick Favors,82,246,Forward,36,35,27.5,5.0,8.1,0.611,5.0,8.1,0.613,0.0,0.0,0.611,2.5,4.0,0.629,1.0,0.9,2.1,12.4,3.0,5.4,8.4,2.5,1,0,1,0
8893,Nick Fazekas,83,235,Forward,131,119,30.1,6.9,12.9,0.532,6.0,10.3,0.579,0.9,2.6,0.532,4.2,5.1,0.815,1.3,0.7,1.5,18.8,2.5,7.1,9.6,1.7,1,0,1,0
8929,Kay Felder,69,180,Guard,101,100,35.9,5.5,12.9,0.426,4.1,8.8,0.464,1.4,4.1,0.426,5.1,6.2,0.8220000000000001,7.8,1.6,0.2,17.5,0.7,3.7,4.3,3.5,1,0,0,1
8939,Carrick Felix,78,197,Guard,94,69,27.9,3.6,8.0,0.456,2.6,4.7,0.545,1.1,3.2,0.456,1.9,2.6,0.7040000000000001,1.3,1.0,0.8,10.2,1.3,3.5,4.8,1.7,1,0,0,1
8954,Raymond Felton,73,198,Guard,101,100,33.9,4.1,9.7,0.423,2.4,5.1,0.467,1.7,4.6,0.423,2.6,3.5,0.731,6.9,1.9,0.3,12.5,0.7,3.4,4.1,3.6,1,0,0,1
9016,Yogi Ferrell,72,178,Guard,137,137,32.8,4.6,10.8,0.4320000000000001,2.7,5.8,0.46,2.0,5.0,0.4320000000000001,3.2,3.9,0.83,4.6,0.8,0.1,14.5,0.6,2.6,3.2,2.3,1,0,0,1
9054,Landry Fields,79,215,Guard,129,65,23.6,3.9,8.4,0.463,3.1,6.0,0.51,0.8,2.3,0.463,2.3,3.3,0.6759999999999999,1.6,0.9,0.4,10.8,1.6,3.5,5.0,1.5,1,0,0,1
9104,Dorian Finney-Smith,80,218,Forward,134,91,28.6,3.6,8.7,0.411,2.2,4.9,0.449,1.4,3.8,0.411,2.1,3.2,0.657,1.9,0.8,0.7,10.7,2.6,4.5,7.1,1.8,1,0,1,0
9139,Gerald Fitch,75,188,Guard,127,107,26.3,3.6,8.0,0.452,2.1,4.1,0.507,1.6,4.0,0.452,2.1,2.9,0.736,1.8,1.2,0.1,11.0,1.3,2.9,4.2,1.6,1,0,0,1
9251,Luis Flores,75,175,Guard,63,4,5.0,0.4,1.0,0.394,0.2,0.4,0.458,0.2,0.7,0.394,0.2,0.3,0.5,0.3,0.1,0.0,1.2,0.1,0.3,0.5,0.4,1,0,0,1
9288,Jonny Flynn,72,185,Guard,73,73,36.5,5.6,12.2,0.46,4.2,8.1,0.525,1.4,4.2,0.46,4.0,5.1,0.782,6.0,1.5,0.2,16.6,0.6,2.1,2.7,3.1,1,0,0,1
9322,Jeff Foote,84,265,Center,87,64,26.5,4.2,7.4,0.573,4.2,7.4,0.573,0.0,0.0,0.573,2.6,4.3,0.603,2.1,0.4,1.8,11.0,2.1,5.2,7.3,2.0,1,1,0,0
9325,Bryn Forbes,75,175,Guard,138,108,29.1,4.1,9.1,0.449,1.7,3.7,0.47,2.3,5.4,0.449,2.1,2.5,0.821,1.3,0.6,0.1,12.6,0.5,2.0,2.5,1.2,1,0,0,1
9327,Gary Forbes,79,220,Forward,129,80,27.3,4.5,10.7,0.426,3.6,7.4,0.481,1.0,3.2,0.426,2.7,4.1,0.653,2.0,0.9,0.7,12.7,1.5,3.9,5.5,2.3,1,0,1,0
9338,Alton Ford,81,275,Center,26,18,25.5,3.7,8.5,0.4320000000000001,3.3,7.2,0.462,0.3,1.3,0.4320000000000001,3.1,5.1,0.609,0.7,0.2,0.7,10.8,1.6,4.3,5.9,2.5,1,1,0,0
9377,Sharrod Ford,81,225,Forward,118,87,23.9,3.8,7.1,0.54,3.8,7.0,0.5429999999999999,0.0,0.0,0.54,2.2,3.8,0.57,0.6,0.5,1.5,9.8,2.6,3.8,6.5,1.9,1,0,1,0
9380,T.J. Ford,72,165,Guard,66,66,33.0,4.3,10.5,0.406,3.9,9.0,0.436,0.3,1.5,0.406,4.0,5.0,0.8009999999999999,8.0,2.1,0.1,12.9,0.7,3.2,3.8,3.6,1,0,0,1
9426,Courtney Fortson,71,180,Guard,47,46,33.0,5.3,13.4,0.397,4.1,9.6,0.431,1.2,3.8,0.397,4.1,6.1,0.677,5.9,1.2,0.1,16.0,1.6,3.8,5.4,4.7,1,0,0,1
9498,De'Aaron Fox,75,187,Guard,36,34,29.6,5.9,12.4,0.479,5.5,10.5,0.521,0.5,1.9,0.479,4.3,5.9,0.736,4.6,1.5,0.2,16.7,0.6,3.4,4.0,2.4,1,0,0,1
9514,Randy Foye,76,210,Guard,131,128,31.3,5.2,13.1,0.399,3.6,8.1,0.441,1.6,4.9,0.399,3.0,3.8,0.7809999999999999,3.2,1.5,0.4,15.0,1.4,3.4,4.8,2.9,1,0,0,1
9565,Jamaal Franklin,77,205,Guard,85,54,25.9,4.3,10.0,0.426,3.1,6.2,0.504,1.2,3.8,0.426,4.0,5.1,0.78,1.9,1.0,0.6,13.7,1.5,5.5,7.0,2.6,1,0,0,1
9629,Tim Frazier,73,170,Guard,135,113,30.6,3.8,9.0,0.418,3.2,7.2,0.445,0.5,1.8,0.418,3.4,4.3,0.774,4.7,1.5,0.1,11.4,0.9,3.0,3.9,2.6,1,0,0,1
9640,Jimmer Fredette,74,195,Guard,139,102,29.6,6.0,13.3,0.455,3.9,7.8,0.4970000000000001,2.1,5.4,0.455,4.5,5.1,0.882,3.7,1.2,0.1,18.7,0.5,2.1,2.6,2.5,1,0,0,1
9682,Matt Freije,82,240,Forward,121,111,28.7,5.2,11.7,0.448,3.7,7.4,0.501,1.5,4.3,0.448,3.7,4.7,0.7859999999999999,0.9,0.7,0.6,15.6,1.6,3.3,4.9,1.4,1,0,1,0
9744,Channing Frye,83,248,Center,133,119,27.7,5.3,9.5,0.562,5.3,9.3,0.568,0.0,0.2,0.562,2.8,3.7,0.759,1.3,0.6,1.9,13.5,2.8,4.6,7.3,1.4,1,1,0,0
9770,Hiram Fuller,81,240,Forward,60,23,20.4,2.6,5.2,0.503,2.6,5.0,0.518,0.0,0.2,0.503,2.2,3.4,0.649,0.4,0.6,1.0,7.4,2.3,4.1,6.4,1.9,1,0,1,0
9790,Markelle Fultz,76,195,Guard,25,25,35.7,8.4,17.6,0.476,6.3,12.5,0.502,2.1,5.0,0.476,4.4,6.7,0.649,5.9,1.6,1.2,23.2,1.3,4.4,5.7,3.2,1,0,0,1
9862,Deng Gai,81,250,Forward,100,89,29.5,4.6,9.8,0.473,3.9,7.6,0.513,0.7,2.2,0.473,2.7,3.7,0.736,1.0,0.6,4.4,12.7,2.0,5.0,7.0,2.2,1,0,1,0
9880,Sundiata Gaines,73,210,Guard,123,123,31.7,4.1,10.0,0.411,3.1,6.7,0.464,1.0,3.3,0.411,2.7,4.6,0.591,3.9,2.1,0.2,11.9,1.9,3.6,5.5,2.6,1,0,0,1
9928,Langston Galloway,74,202,Guard,133,132,35.5,4.9,11.3,0.438,2.4,5.2,0.452,2.6,6.1,0.438,2.5,3.1,0.821,2.2,1.3,0.5,15.0,1.0,3.5,4.5,1.2,1,0,0,1
9983,Francisco Garcia,79,195,Forward,98,80,28.1,4.7,10.5,0.448,2.9,5.5,0.519,1.8,5.0,0.448,3.2,3.7,0.8490000000000001,3.5,1.5,1.4,14.4,1.2,2.7,3.9,2.4,1,0,1,0
10014,Thomas Gardner,77,225,Guard,89,57,27.4,4.1,10.3,0.396,2.1,4.4,0.477,2.0,6.0,0.396,1.8,2.3,0.777,1.5,0.7,0.0,12.0,0.9,1.7,2.6,2.0,1,0,0,1
10021,Patricio Garino,78,211,Guard,129,117,30.1,4.4,8.7,0.508,3.6,6.5,0.556,0.8,2.2,0.508,2.4,3.6,0.6709999999999999,1.7,1.7,0.7,12.0,1.6,2.8,4.3,2.2,1,0,0,1
10051,Diante Garrett,76,190,Guard,128,99,30.9,3.9,9.7,0.407,3.2,7.1,0.447,0.8,2.6,0.407,2.0,2.7,0.7290000000000001,4.8,1.2,0.2,10.7,0.3,2.5,2.8,2.8,1,0,0,1
10157,Rudy Gay,81,220,Forward,64,59,29.8,5.0,10.8,0.461,4.1,8.5,0.483,0.9,2.3,0.461,2.8,3.8,0.721,1.8,1.3,1.7,13.6,1.9,4.0,5.9,2.2,1,0,1,0
10169,Michael Gbinije,79,200,Forward,120,61,25.5,3.4,7.5,0.454,2.1,4.1,0.511,1.3,3.4,0.454,1.7,2.6,0.639,2.6,1.3,0.3,9.8,0.8,2.3,3.1,1.6,1,0,1,0
10178,Alonzo Gee,78,219,Forward,128,104,28.6,4.7,10.4,0.447,3.8,7.6,0.491,0.9,2.8,0.447,2.5,4.0,0.632,1.3,1.2,0.4,12.7,2.4,3.3,5.7,2.1,1,0,1,0
10227,Paul George,79,210,Forward,63,63,33.9,5.1,11.4,0.447,3.1,6.5,0.485,1.9,4.9,0.447,3.4,4.2,0.8029999999999999,2.4,2.0,0.9,15.5,1.9,4.8,6.7,2.7,1,0,1,0
10232,Marcus Georges-Hunt,77,214,Forward,130,129,30.9,4.4,10.1,0.433,3.4,7.3,0.474,0.9,2.9,0.433,3.6,4.8,0.7490000000000001,2.2,0.9,0.2,13.3,1.5,2.9,4.5,1.7,1,0,1,0
10310,Jonathan Gibson,74,180,Guard,131,96,24.5,4.0,9.3,0.436,2.1,4.3,0.48,2.0,5.0,0.436,1.7,2.2,0.758,1.8,1.0,0.0,11.8,0.4,1.6,1.9,1.6,1,0,0,1
10322,Taj Gibson,81,225,Forward,105,104,32.7,4.8,8.2,0.58,4.8,8.2,0.58,0.0,0.0,0.58,2.9,4.6,0.629,1.4,0.7,2.4,12.4,2.9,5.6,8.5,2.5,1,0,1,0
10333,J.R. Giddens,77,215,Guard,122,105,29.0,5.1,10.9,0.464,3.4,6.2,0.551,1.7,4.8,0.464,1.5,2.5,0.602,1.9,1.0,0.8,13.3,1.0,4.7,5.7,1.9,1,0,0,1
10372,Trey Gilder,81,190,Forward,62,32,22.0,4.9,9.8,0.4970000000000001,4.5,8.2,0.54,0.4,1.5,0.4970000000000001,4.0,5.1,0.7829999999999999,1.5,1.2,0.6,14.1,1.8,2.9,4.7,2.4,1,0,1,0
10484,Mickell Gladness,83,205,Forward,85,83,26.8,2.6,5.8,0.442,2.6,5.8,0.445,0.0,0.0,0.442,2.1,3.2,0.667,0.5,0.6,4.7,7.3,1.6,5.4,7.0,1.6,1,0,1,0
10619,Ryan Gomes,79,250,Forward,116,115,35.1,6.8,13.0,0.519,6.1,11.0,0.5489999999999999,0.7,2.0,0.519,4.2,5.3,0.789,2.3,1.6,0.4,18.4,3.3,5.5,8.9,2.3,1,0,1,0
10620,Ryan Gomes,82,240,Center,64,16,8.6,1.4,2.3,0.588,1.4,2.3,0.5920000000000001,0.0,0.0,0.588,0.3,0.7,0.452,0.1,0.2,0.4,3.0,0.5,0.9,1.4,0.5,1,1,0,0
10706,Archie Goodwin,77,198,Guard,33,33,31.8,4.8,10.8,0.44,4.2,8.9,0.478,0.5,1.9,0.44,4.1,6.4,0.637,2.7,1.1,0.5,14.1,1.5,3.2,4.6,3.1,1,0,0,1
10721,Aaron Gordon,81,225,Forward,38,38,31.2,5.0,10.1,0.495,4.6,8.9,0.513,0.4,1.2,0.495,2.0,4.7,0.422,2.0,0.9,1.0,12.4,2.7,5.3,8.0,1.4,1,0,1,0
10725,Ben Gordon,75,200,Guard,106,74,31.0,5.6,12.7,0.44,3.2,7.2,0.452,2.3,5.5,0.44,3.5,4.4,0.795,4.1,1.2,0.2,16.9,0.8,3.1,3.9,2.8,1,0,0,1
10732,Drew Gordon,81,245,Forward,101,59,23.0,4.0,7.4,0.541,4.0,7.4,0.541,0.0,0.0,0.541,1.9,2.7,0.69,0.7,0.7,1.0,10.0,2.6,5.5,8.0,1.7,1,0,1,0
10736,Eric Gordon,75,222,Guard,32,32,34.7,5.8,13.3,0.433,3.6,6.8,0.525,2.2,6.5,0.433,7.2,8.7,0.8340000000000001,2.4,1.3,0.6,20.9,0.7,2.5,3.3,3.6,1,0,0,1
10788,Andrew Goudelock,74,200,Guard,140,124,32.8,6.8,14.9,0.457,4.0,8.1,0.494,2.8,6.8,0.457,1.9,2.2,0.838,3.0,0.9,0.3,18.4,0.6,2.7,3.3,2.2,1,0,0,1
10844,Joey Graham,79,225,Forward,128,109,26.1,4.7,8.8,0.527,4.1,7.4,0.557,0.6,1.5,0.527,3.1,3.9,0.809,1.6,0.8,0.3,13.0,1.6,3.6,5.2,2.2,1,0,1,0
10859,Stephen Graham,78,215,Guard,119,33,15.6,2.1,4.6,0.458,1.6,3.3,0.487,0.5,1.3,0.458,1.5,2.0,0.747,1.2,0.5,0.1,6.2,0.7,1.7,2.5,1.3,1,0,0,1
10862,Treveon Graham,78,220,Guard,140,102,25.4,4.4,10.2,0.4320000000000001,3.0,6.2,0.483,1.4,4.0,0.4320000000000001,3.2,4.6,0.691,1.4,0.8,0.2,13.4,2.1,3.7,5.8,1.4,1,0,0,1
10876,Danny Granger,80,225,Forward,95,82,28.4,5.6,11.2,0.496,4.7,9.0,0.529,0.8,2.2,0.496,4.7,6.3,0.753,1.6,1.6,1.9,16.7,2.5,5.7,8.2,2.3,1,0,1,0
10898,Jerami Grant,80,210,Forward,72,29,21.9,2.6,5.3,0.486,2.5,5.1,0.496,0.1,0.3,0.486,2.2,3.5,0.6409999999999999,0.9,0.6,0.5,7.5,1.7,2.9,4.7,0.9,1,0,1,0
10899,Jerian Grant,77,203,Guard,119,117,36.4,4.7,10.7,0.436,3.2,6.4,0.498,1.5,4.4,0.436,3.8,4.8,0.79,5.8,1.5,0.3,14.6,0.4,2.5,2.9,2.2,1,0,0,1
10940,Aaron Gray,84,270,Center,113,68,20.9,3.8,7.0,0.55,3.8,7.0,0.55,0.0,0.0,0.55,2.1,3.6,0.595,1.3,0.4,1.2,9.8,2.5,4.5,7.0,1.6,1,1,0,0
11014,Danny Green,77,210,Forward,145,39,19.9,3.4,7.4,0.455,2.1,4.1,0.522,1.3,3.4,0.455,1.4,1.6,0.845,1.8,1.1,1.1,9.4,1.4,2.7,4.1,1.4,1,0,1,0
11021,Devin Green,79,210,Guard,123,117,31.2,5.0,11.0,0.452,3.8,7.5,0.5,1.2,3.5,0.452,3.1,4.3,0.736,2.2,1.4,0.6,14.3,2.0,4.2,6.2,2.8,1,0,0,1
11027,Draymond Green,79,230,Forward,145,66,25.0,3.7,8.0,0.467,3.1,6.3,0.496,0.6,1.7,0.467,2.3,3.4,0.687,2.9,1.2,0.8,10.5,2.0,5.6,7.6,1.9,1,0,1,0
11030,Erick Green,75,185,Guard,129,89,28.3,4.6,10.5,0.4370000000000001,3.5,7.3,0.48,1.1,3.2,0.4370000000000001,3.2,4.0,0.804,2.5,1.2,0.2,13.5,0.5,2.1,2.6,1.4,1,0,0,1
11037,JaMychal Green,80,240,Forward,123,114,27.2,5.0,9.6,0.519,5.0,9.5,0.524,0.0,0.1,0.519,3.5,4.9,0.711,1.2,1.0,1.7,13.5,3.0,4.4,7.4,2.5,1,0,1,0
11041,Jeff Green,81,235,Forward,102,102,33.2,4.8,9.7,0.488,3.9,7.3,0.531,0.9,2.4,0.488,2.7,3.9,0.7,3.1,0.9,1.2,13.1,2.1,4.4,6.5,2.5,1,0,1,0
11094,Taurean Green,72,177,Guard,111,79,29.2,2.9,7.1,0.401,1.2,2.8,0.419,1.7,4.3,0.401,3.2,3.7,0.857,3.6,1.1,0.1,10.6,0.3,1.9,2.2,2.5,1,0,0,1
11106,Willie Green,78,210,Forward,91,62,25.1,3.7,7.1,0.522,3.5,6.4,0.5529999999999999,0.2,0.7,0.522,2.2,3.2,0.6729999999999999,1.4,0.5,1.3,9.8,1.9,3.2,5.1,1.5,1,0,1,0
11118,Donte Greene,83,226,Forward,35,35,35.8,6.2,14.9,0.418,3.7,7.4,0.4920000000000001,2.6,7.5,0.418,2.7,3.8,0.7070000000000001,2.0,1.3,1.6,17.7,1.7,5.5,7.2,2.6,1,0,1,0
11127,Orien Greene,76,208,Guard,104,58,24.7,2.5,6.1,0.409,1.5,3.1,0.4970000000000001,0.9,3.0,0.409,1.1,1.6,0.726,3.1,2.0,0.3,7.0,0.9,2.5,3.4,2.1,1,0,0,1
11191,Blake Griffin,82,251,Forward,68,63,30.9,7.1,11.5,0.618,7.1,11.4,0.622,0.0,0.1,0.618,4.5,7.7,0.589,2.1,1.1,1.0,18.8,3.6,8.3,11.8,2.8,1,0,1,0
11204,Eddie Griffin,82,220,Forward,30,30,32.6,6.9,16.0,0.429,5.5,11.7,0.469,1.4,4.3,0.429,2.7,3.6,0.7340000000000001,1.6,0.9,4.4,17.8,3.1,7.6,10.8,2.2,1,0,1,0
11232,Taylor Griffin,79,238,Forward,129,78,22.3,2.3,4.9,0.468,2.2,4.5,0.493,0.1,0.5,0.468,1.9,2.6,0.721,1.0,0.9,0.8,6.6,1.7,3.0,4.8,1.4,1,0,1,0
11396,Jorge Gutierrez,75,195,Guard,129,79,26.6,3.2,7.4,0.43,2.5,5.5,0.461,0.7,1.9,0.43,2.5,3.4,0.737,3.3,1.1,0.1,9.6,0.7,3.1,3.8,2.1,1,0,0,1
11502,Malik Hairston,78,220,Guard,117,115,31.2,5.2,10.4,0.504,4.0,7.2,0.551,1.2,3.1,0.504,2.4,3.7,0.643,2.1,0.6,0.6,14.1,2.0,3.1,5.1,2.0,1,0,0,1
11503,P.J. Hairston,78,220,Guard,71,14,18.1,3.1,8.0,0.388,1.3,2.9,0.458,1.8,5.1,0.388,2.0,2.5,0.8,1.0,0.8,0.3,10.0,1.3,1.9,3.2,0.9,1,0,0,1
11583,Mike Hall,80,230,Forward,117,110,31.9,3.6,7.4,0.484,2.7,5.1,0.532,0.9,2.3,0.484,2.4,3.1,0.77,1.8,1.0,0.4,10.4,3.1,4.8,7.9,1.3,1,0,1,0
11584,Mike Hall,75,205,Guard,60,58,32.8,4.6,10.4,0.44,3.3,6.6,0.496,1.3,3.8,0.44,2.9,3.8,0.7509999999999999,1.9,1.5,0.4,13.3,1.4,2.1,3.5,1.9,1,0,0,1
11585,Mike Hall,72,175,Guard,27,14,22.4,3.0,7.6,0.388,0.6,1.8,0.327,2.4,5.8,0.388,1.3,1.4,0.919,0.7,0.9,0.0,9.6,0.3,0.9,1.2,0.8,1,0,0,1
11640,Daniel Hamilton,79,190,Guard,71,71,31.6,4.2,10.9,0.384,2.9,7.1,0.409,1.3,3.9,0.384,2.0,2.6,0.772,4.2,1.0,0.4,11.7,1.0,7.3,8.3,2.3,1,0,0,1
